,HOIP entry ID,Khazana ID,Organic cation source,Label,Material class,Geometry class,Organic cation chemical formula,Number of atom types,Total number of atoms,Atom types,Number of each atom,"Bandgap, HSE06 (eV)","Bandgap, GGA (eV)",Kpoint for VBM,Kpoint for CBM,"Dielectric constant, electronic","Dielectric constant, ionic","Dielectric constant, total",Refractive index,Atomization energy (eV/atom),Relative energy1 (eV/atom),Relative energy2 (eV/atom),Volume of the unit cell (A^3),Density (g/cm^3),Tool,Pseudopotential,Note,Created by,structure,name
0,1,1851,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge F,2 8 1  1 3,5.9448,4.7308,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",2.7968,2.6005,5.3973,1.6724,-4.7512,-0.2279,0.3767,113.76,2.5647,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad","{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": null, ""lattice"": {""matrix"": [[4.740631787916993, -0.0, -0.34641809190574036], [0.7738928273627947, -4.704818159420565, -1.3917575427266338], [-0.0, -0.0, -5.10069400556]], ""a"": 4.75327205649, ""b"": 4.96701249034, ""c"": 5.10069400556, ""alpha"": 73.72785058230001, ""beta"": 85.8205827158, ""gamma"": 79.874019302, ""volume"": 113.76491263539516}, ""sites"": [{""species"": [{""element"": ""Ge"", ""occu"": 1.0}], ""abc"": [0.9935582702766939, 0.963869176810071, 0.1158154462085581], ""xyz"": [5.456025361670913, -4.534829206361773, -2.2763979094407967], ""label"": ""Ge"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.845913598953331, 0.504756005093881, 0.8217660135181719], ""xyz"": [4.40079194893988, -2.3747852188422702, -5.18711473131758], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.558033375769234, 0.756248523579941, 0.886294959114316], ""xyz"": [3.2306860679924783, -3.5580117867738976, -5.7665468292343975], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.561672254153997, 0.49437898548055204, 0.290102990078587], ""xyz"": [3.0452776932957244, -2.325963228524817, -2.3623556950574036], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.41292632297210496, 0.20708566302477704, 0.43229620829774307], ""xyz"": [2.117793762013783, -0.9743003879546189, -2.6362688606975446], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.6983512019481, 0.78857694409399, 0.5534191933292191], ""xyz"": [3.9208999479432123, -3.7101111266737803, -4.162251362798269], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.407496530408615, 0.292129789145086, 0.872224209078965], ""xyz"": [2.1578681539993516, -1.3744175368775013, -4.996686802773565], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.22995135725868499, 0.593856640147301, 0.634606617216903], ""xyz"": [1.5496961081869436, -2.7939875046575056, -4.143097936962958], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.7484321717679949, 0.221158663397112, 0.5129883613153511], ""xyz"": [3.719194447895275, -1.0405112956639126, -3.1836663422702687], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.43519569251088797, 0.46562901624987796, 0.694303564426654], ""xyz"": [2.423449489769439, -2.1906998512055593, -4.340232385993344], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.647894366015088, 0.637899841884455, 0.742377952666075], ""xyz"": [3.5650947389536936, -3.001202759989491, -4.8988870195019985], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""N"", ""occu"": 1.0}], ""abc"": [0.546561426093874, 0.33533562844500897, 0.46601131725575584], ""xyz"": [2.850560308202651, -1.5776931542087855, -3.0330257890195904], ""label"": ""N"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.38993626707822, 0.941178048140628, 0.19644783656044496], ""xyz"": [2.576915203700047, -4.42807157214003, -2.4469929275036266], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.05314177752729401, 0.5583510664983109, 0.18746943592928], ""xyz"": [0.6840294853257125, -2.6269402369930925, -1.751722809530162], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.06564538726584603, 0.030956008009006886, 0.722855895003953], ""xyz"": [0.3351572421645467, -0.14564238862394405, -3.752890737968661], ""label"": ""F"", ""properties"": {}}], ""@version"": null}",Ge1 H8 C2 N1 F3
1,2,1852,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge F,2 8 1  1 3,5.3704,4.1048,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",2.8753,2.7377,5.613,1.6957,-4.7495,-0.2262,0.3784,113.87,2.5622,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad","{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": null, ""lattice"": {""matrix"": [[-0.5153922672666341, -4.559146633795977, -0.7663482434964922], [-4.845301637976064, 0.0, -1.7424403880952428], [0.0, 0.0, -5.15492200371]], ""a"": 4.651745569989999, ""b"": 5.149082099659999, ""c"": 5.15492200371, ""alpha"": 70.22068298640002, ""beta"": 80.5176233861, ""gamma"": 80.7926386196, ""volume"": 113.8744985912464}, ""sites"": [{""species"": [{""element"": ""Ge"", ""occu"": 1.0}], ""abc"": [0.790244928257359, 0.86694019872273, 0.15843045010772305], ""xyz"": [-4.607872890169057, -3.6028425045388817, -2.93289104233782], ""label"": ""Ge"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.540408420385489, 0.3387654288989519, 0.952635618636279], ""xyz"": [-1.9199430085662128, -2.4638012306755033, -5.915181921163118], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.31722909971675495, 0.65046970120639, 0.929852710706513], ""xyz"": [-3.3152193336550937, -1.4462939821157716, -6.169830840598561], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.476592740444872, 0.333932879232691, 0.37816584102650785], ""xyz"": [-1.863637739780922, -2.172856188290838, -2.8965095601501227], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.161527609756419, 0.18476190576866003, 0.4476975797313971], ""xyz"": [-0.9784772456749886, -0.7364280582860878, -2.7535691115708705], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.5784488893174989, 0.6217011933687571, 0.6507407664981529], ""xyz"": [-3.3104578951245247, -2.6372333065548967, -4.881088454866134], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.03520918427143693, 0.3103703972126939, 0.867111677148436], ""xyz"": [-1.521984735304212, -0.16052383394982395, -5.037677476100276], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.06854213904359296, 0.6012346052912181, 0.566591870519886], ""xyz"": [-2.9484891062704137, -0.31249366249377264, -4.020879507307638], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.431776588328439, 0.05968629173492679, 0.653594405254488], ""xyz"": [-0.5117324019192042, -1.968532779229514, -3.8041192165310904], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.187697021753237, 0.4229197792992989, 0.7012844326491889], ""xyz"": [-2.145911492971964, -0.8557382448998007, -4.4958203400281285], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.41944071622563694, 0.5129192116485659, 0.813585670748566], ""xyz"": [-2.70142479806966, -1.9122917294570863, -5.4091394823818035], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""N"", ""occu"": 1.0}], ""abc"": [0.3206095576947019, 0.23611274433294205, 0.532185106266731], ""xyz"": [-1.3092771537110528, -1.4617059857266173, -3.4004836675983627], ""label"": ""N"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.828849613523971, 0.46691332414444997, 0.2324603796562812], ""xyz"": [-2.6895185758071456, -3.778846925420909, -2.647071205256881], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.364132437929257, 0.890287114269974, 0.18133975625615806], ""xyz"": [-4.501380655810975, -1.6601331786410944, -2.7651167787842263], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.829491053351276, 0.939515224867691, 0.762603734793622], ""xyz"": [-4.9797479326189755, -3.781771343650349, -6.203891057370722], ""label"": ""F"", ""properties"": {}}], ""@version"": null}",Ge1 H8 C2 N1 F3
2,3,1853,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge F,2 8 1  1 3,5.8916,4.5915,"0.5, 0.5, 0.5","0, 0, 0.4",2.7387,3.3725,6.1112,1.6549,-4.7382,-0.2149,0.3897,118.14,2.4696,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad","{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": null, ""lattice"": {""matrix"": [[0.4276828557273751, -3.7261885910177592, 0.2494950630767283], [-4.233149772657471, -0.0, 0.5705759432877832], [-0.0, -0.0, -7.49001455369]], ""a"": 3.7589415834, ""b"": 4.27142996019, ""c"": 7.49001455369, ""alpha"": 97.6764935709, ""beta"": 93.8057338014, ""gamma"": 95.96331204630002, ""volume"": 118.14385232106183}, ""sites"": [{""species"": [{""element"": ""Ge"", ""occu"": 1.0}], ""abc"": [0.230597411531832, 0.935055191049273, 0.07108698008711678], ""xyz"": [-3.859606109925144, -0.8592494439681394, 0.05861039796416612], ""label"": ""Ge"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.664513903409322, 0.3787073293274831, 0.37322457323039493], ""xyz"": [-1.3189236411657093, -2.476104125456493, -2.4135832553828998], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.27110501701131495, 0.553334176182545, 0.32770948819207], ""xyz"": [-2.2263994742333315, -1.0101884213552372, -2.0711903030925263], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.6484846067531371, 0.17203180511477711, 0.744814229265209], ""xyz"": [-0.4508906482000476, -2.416375943134178, -5.31871849964679], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.33053476360645795, 0.34709639526928304, 0.850329529876902], ""xyz"": [-1.3279469751080106, -1.2316348650851356, -6.088468909372766], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.06107235224430996, 0.5143234697259371, 0.6149340222259099], ""xyz"": [-2.1510886809289183, -0.2275671021593656, -4.297166926761835], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.6056135004324541, 0.75636837047918, 0.489973099020496], ""xyz"": [-2.942810084207239, -2.2566301158777393, -3.087242467630392], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.148817087321632, 0.12788209987367316, 0.524589044348261], ""xyz"": [-0.4776975651204539, -0.5545205329263588, -3.819083998521555], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.668218084657511, 0.568285037026534, 0.7815061468386939], ""xyz"": [-2.119850256598514, -2.4899066033625568, -5.362525529381627], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.268497681685268, 0.36882627431538095, 0.5746934708755589], ""xyz"": [-1.446465004008922, -1.0004729982103635, -4.027030215363718], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.46970926883960107, 0.5220776139898651, 0.43398243458992203], ""xyz"": [-2.0091461315118146, -1.750225318645415, -2.835459680395772], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""N"", ""occu"": 1.0}], ""abc"": [0.495424861327741, 0.35981300844351005, 0.746692273619168], ""xyz"": [-1.3112576354008585, -1.8460464659859839, -5.263829292808829], ""label"": ""N"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.06376740201819997, 0.4694775986051881, 0.031746613910370924], ""xyz"": [-1.9600967652058685, -0.23760936587905956, 0.045999675446352695], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.928234805169509, 0.908737927039987, 0.82017956711298], ""xyz"": [-3.4498336369941036, -3.4587779408082167, -5.393062893127378], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.8906992539916561, 0.964443703557379, 0.2463685268069401], ""xyz"": [-3.701697843913454, -3.318913398251738, -1.0727904088928886], ""label"": ""F"", ""properties"": {}}], ""@version"": null}",Ge1 H8 C2 N1 F3
3,4,1854,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge F,2 8 1  1 3,5.9494,4.6666,"0.5, 0.5, 0.5","0.0556, 0, 0.3571",2.7315,2.5727,5.3041,1.6527,-4.7509,-0.2276,0.377,117.07,2.4922,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad","{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": null, ""lattice"": {""matrix"": [[0.5290067058596104, -3.2578839533782222, -1.5372743569216982], [-4.525808554511757, -0.0, 1.1833562729323768], [-0.5290067058596104, 3.2578839533782222, -6.402705701908301]], ""a"": 3.6409982692899994, ""b"": 4.67795629958, ""c"": 7.203353125716719, ""alpha"": 98.8470428702468, ""beta"": 92.29647613457932, ""gamma"": 104.321985077, ""volume"": 117.07150495873867}, ""sites"": [{""species"": [{""element"": ""Ge"", ""occu"": 1.0}], ""abc"": [0.06573085051663008, 0.020428876304364962, 0.8808926655571631], ""xyz"": [-0.5236832496544909, 2.6557025966272185, -5.716968204566189], ""label"": ""Ge"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.21764997790523188, 0.501180138974824, 0.6100831857895629], ""xyz"": [-2.475845158896459, 1.2785018507391022, -3.6476961607865244], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.7712047963868469, 0.2898066909481971, 0.5042362508767149], ""xyz"": [-1.170381450219649, -0.8697525404741828, -4.071085110346402], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.9470615950192487, 0.604145588618124, 0.12136913272464478], ""xyz"": [-2.2974504236068674, -2.690010223334943, -1.5180648705245217], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.6434046466674199, 0.810010023848108, 0.1885168236316369], ""xyz"": [-3.425311586372231, -1.48197173925543, -1.237576763159251], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.774728682913568, 0.81227144045377, 0.5102705989396548], ""xyz"": [-3.5362849339502755, -0.8615737481197623, -3.496876506777055], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.17247592156818592, 0.32252374976188514, 0.3724404847512589], ""xyz"": [-1.5654633405636824, 0.6514613416384191, -2.2681091243011884], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.21701136669739185, 0.893117859374044, 0.41466048424523183], ""xyz"": [-4.146638156732318, 0.643917888458474, -1.9316784346592237], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.5571328476297306, 0.444406422725642, 0.20374845445487477], ""xyz"": [-1.8243556759160509, -1.1512853438986634, -1.6351163030893532], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.9595326023874409, 0.718983438199437, 0.41747764949321486], ""xyz"": [-2.9672306901298264, -1.7659521328832868, -3.2972378293822473], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.03561412512789297, 0.441784042939801, 0.4790118376430289], ""xyz"": [-2.2339903640670595, 1.4445382925676715, -2.598932586967665], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""N"", ""occu"": 1.0}], ""abc"": [0.7633356907645918, 0.6440222889786331, 0.22256532774176185], ""xyz"": [-2.6286504363865277, -1.7617670881545937, -1.8363688605436532], ""label"": ""N"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.16999259820104096, 0.45385869218617403, 0.940953130957631], ""xyz"": [-2.4619208434170385, 2.51169994835562, -5.748894708468452], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.42071806151912394, 0.06149502978035992, 0.12198100598866479], ""xyz"": [-0.12028082617554046, -0.9732506594921417, -1.3549970407905372], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.47467623669564396, 0.08614571690663608, 0.717832967205013], ""xyz"": [-0.5185105635249561, 0.7921764104823861, -5.223839764165875], ""label"": ""F"", ""properties"": {}}], ""@version"": null}",Ge1 H8 C2 N1 F3
4,5,1855,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge F,2 8 1  1 3,5.9595,4.6595,"0.0263, 0.5, 0.0263","-0.4167, 0.0909, 0.15",2.7502,2.2136,4.9637,1.6584,-4.7332,-0.2099,0.3947,116.03,2.5145,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad","{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": null, ""lattice"": {""matrix"": [[0.5984879946755748, -3.391407118254565, 1.6734556204569164], [-0.5984879946755748, 3.391407118254565, 3.487998377553083], [-6.628748033139394, -0.0, -1.8828107730963677]], ""a"": 3.8288750090799994, ""b"": 4.901628586840445, ""c"": 6.890956166899999, ""alpha"": 94.41477311904661, ""beta"": 105.65114519, ""gamma"": 108.71819103276823, ""volume"": 116.03352866000733}, ""sites"": [{""species"": [{""element"": ""Ge"", ""occu"": 1.0}], ""abc"": [0.22452683550345814, 0.9328645326159691, 0.971973620485731], ""xyz"": [-6.866899832956147, 2.4022615081154157, 1.7995232672419683], ""label"": ""Ge"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.001866459951845978, 0.81047147007459, 0.270152694854091], ""xyz"": [-2.2747145356543466, 2.7423087871865786, 2.3214002063177084], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.551236886595631, 0.5243289611852561, 0.1755869279770439], ""xyz"": [-1.1478174331530828, -0.09125572977420826, 2.420732072384823], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.4762709997329122, 0.14476230752654312, 0.46685516338854205], ""xyz"": [-2.8962612736566564, -1.1242809385119417, 0.4229491440434874], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.7151892591787802, 0.417749227792483, 0.6660324707512599], ""xyz"": [-4.23694714257876, -1.0087402396973495, 1.3999330030649186], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.010621614232544985, 0.295916169732004, 0.319999035474984], ""xyz"": [-2.2919383434240337, 0.9675499863201374, 0.44743228857998374], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.6762949275950259, 0.756738421843733, 0.412713329589084], ""xyz"": [-2.783917137321656, 0.2728166390123352, 2.994190832142621], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.25476390656536996, 0.581700532204509, 0.5395473204253889], ""xyz"": [-3.772190884520194, 1.108775199410704, 1.4394410963902713], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""H"", ""occu"": 1.0}], ""abc"": [0.893443656986777, 0.157513800068137, 0.6290642926465189], ""xyz"": [-3.729463508309717, -2.495837755289939, 0.8601371612608741], ""label"": ""H"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.9773397430419831, 0.45171628016055, 0.42844029602712896], ""xyz"": [-2.5254434373531507, -1.7826031535377065, 2.4044483334153623], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""C"", ""occu"": 1.0}], ""abc"": [0.7847526233673691, 0.6444035118417821, 0.3144459783412189], ""xyz"": [-2.0003859021465002, -0.47598097586857957, 2.9688848164584045], ""label"": ""C"", ""properties"": {}}, {""species"": [{""element"": ""N"", ""occu"": 1.0}], ""abc"": [0.7473891499275641, 0.2822410835003091, 0.552704502272797], ""xyz"": [-3.385353348844822, -1.57750646352374, 1.1945410237246132], ""label"": ""N"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.2243746080102229, 0.9974167371901669, 0.702247367505964], ""xyz"": [-5.117677289825117, 2.621700579611527, 2.5322700010073236], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.0058976029260660034, 0.23488465532706201, 0.994912565829274], ""xyz"": [-6.7320707156846105, 0.7765883195008689, -1.0440854237755504], ""label"": ""F"", ""properties"": {}}, {""species"": [{""element"": ""F"", ""occu"": 1.0}], ""abc"": [0.691371726384434, 0.65471230893694, 0.842914434431015], ""xyz"": [-5.56552717810527, -0.12432700928249663, 1.8535669947339652], ""label"": ""F"", ""properties"": {}}], ""@version"": null}",Ge1 H8 C2 N1 F3
