,gllbsc_disc,project,name,symmetry,gllbsc_ind_gap,gllbsc_dir_gap,space_group,cell,numbers,unique_id,positions,calculator_parameters,calculator,id,energy,pbc,user,mtime,ctime,initial_magmoms
10,0.300143474132,organometal,CsSnBr3,cubic,0.515043196088,0.5150431960880001,Pm-3m,"[[5.7632003950291555, 0.0, 0.0], [0.0, 5.7632003950291555, 0.0], [0.0, 0.0, 5.7632003950291555]]","[50, 35, 35, 35, 55]",d54e7b082bc816937025702dce96f861,"[[0.0016580266373855202, 0.001658026637385518, 0.0016580266373855189], [2.887416917488168, -0.00023174770139376726, -0.0002317477013937647], [-0.00023174770139376994, 2.887416917488168, -0.00023174770139376157], [-0.0002317477013937641, -0.0002317477013937652, 2.887416917488168], [2.8885377539837505, 2.8885377539837505, 2.8885377539837505]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,12,-16.69225893571734,"[True, True, True]",ivca,21.6631543080799,14.594562389164098,"[0.0, 0.0, 0.0, 0.0, 0.0]"
11,0.315897153552,organometal,CsSnBrCl2,cubic,0.590173648989,0.5901736489889999,Pm-3m,"[[5.788121649871451, 0.0, 0.0], [0.0, 5.499107375874994, 0.0], [0.0, 0.0, 5.499107375874994]]","[50, 35, 17, 17, 55]",f1361fcf33965dd3ac111955ba478c18,"[[0.0002547624002193301, -5.529962336779503e-05, -5.5299623367792505e-05], [2.90678157489058, -4.563220239318491e-06, -4.563220239319781e-06], [-8.418057982626381e-05, 2.7444653588385184, 3.008031153239683e-05], [-8.418057982626407e-05, 3.0080311532401523e-05, 2.7444653588385184], [2.9069134941486663, 2.7444751046875964, 2.7444751046875964]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,13,-17.726014526020567,"[True, True, True]",ivca,21.663154308111498,14.594562391566091,"[0.0, 0.0, 0.0, 0.0, 0.0]"
12,0.358486631514,organometal,CsSnCl3,cubic,0.9687528729600001,0.968752872963,Pm-3m,"[[5.507741102775108, 0.0, 0.0], [0.0, 5.507741102775107, 0.0], [0.0, 0.0, 5.507741102775107]]","[50, 17, 17, 17, 55]",d8c88ac0927dd915c3c487db1abb29ff,"[[4.5111890575216916e-30, 3.2581935720008385e-19, -6.260164883165759e-19], [2.761143465568529, -1.1148706706669335e-19, 4.436516371712725e-19], [1.1537022920341528e-18, 2.7611434655685283, 3.6766670779531014e-19], [5.433537409536212e-19, -1.2848732610521547e-19, 2.7611434655685283], [2.761143465568529, 2.7611434655685283, 2.7611434655685283]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,14,-18.25400355291931,"[True, True, True]",ivca,21.6631543081431,14.594562394456835,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13,0.3765507463,organometal,CsSnI2Br,cubic,0.35917768024999996,0.35917768025099994,Pm-3m,"[[6.159537192204862, 0.0, 0.0], [0.0, 6.159537192204862, 0.0], [0.0, 0.0, 5.734379940146514]]","[50, 53, 53, 35, 55]",293a1efcd76cc147b6c1f9e4d7958ea0,"[[0.04364260478615911, 0.043642604786158924, 0.0011446680668725166], [3.12581547410097, 0.011598833881344086, 0.0003351517059399421], [0.011598833881344172, 3.125815474100968, 0.0003351517059399604], [-0.00010918465742571238, -0.0001091846574256528, 2.8377340899895263], [3.178711957744491, 3.1787119577444884, 2.8384176071922465]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,15,-15.525096475080847,"[True, True, True]",ivca,21.6631543081431,14.594562399844477,"[0.0, 0.0, 0.0, 0.0, 0.0]"
14,0.373145829394,organometal,CsSnI2Cl,cubic,0.36575566690600003,0.3657556669059999,Pm-3m,"[[6.184497605222069, 0.0, 0.0], [0.0, 6.184497605222069, 0.0], [0.0, 0.0, 5.452509442903363]]","[50, 53, 53, 17, 55]",9fb340d1ad823cedfc6f9b922ccb536f,"[[0.04458482062838888, 0.04458482062838887, -0.003482935657433176], [3.130810264970341, 0.01570571110115516, -0.006251667511720664], [0.015705711101155265, 3.1308102649703455, -0.006251667511720763], [-0.004137227342668005, -0.004137227342668064, 2.6876583644416927], [3.177590842631865, 3.1775908426318664, 2.6900398533138294]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,16,-16.027034820318402,"[True, True, True]",ivca,21.663154308174708,14.594562402032375,"[0.0, 0.0, 0.0, 0.0, 0.0]"
15,0.276409009925,organometal,CsSnI3,cubic,0.22965445115500005,0.22965445115499994,Pm-3m,"[[6.138572088999898, 0.0, 0.0], [0.0, 6.138572088999898, 0.0], [0.0, 0.0, 6.138572088999898]]","[50, 53, 53, 53, 55]",aa435d1fe98a97dce408df522d877a1c,"[[0.045790296957445686, 0.045790296957445874, 0.045790296957445804], [3.1014885733850237, 0.009542321136789834, 0.009542321136789824], [0.009542321136789772, 3.101488573385026, 0.009542321136789772], [0.009542321136789813, 0.009542321136789834, 3.101488573385026], [3.1592033008988865, 3.1592033008988887, 3.1592033008988896]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,17,-14.96142118415934,"[True, True, True]",ivca,21.66315430820632,14.594562404403506,"[0.0, 0.0, 0.0, 0.0, 0.0]"
16,0.354861949414,organometal,CsSnIBr2,cubic,0.44050932669200005,0.44050932669200005,Pm-3m,"[[6.173983408599273, 0.0, 0.0], [0.0, 5.757992676169578, 0.0], [0.0, 0.0, 5.757992676169578]]","[50, 53, 35, 35, 55]",81979d419d17eb8db10e33833e61b4a1,"[[0.0432536063575107, 0.004849506538284595, 0.004849506538284539], [3.1633143148782747, 0.0026143255833482766, 0.0026143255833482844], [-0.0008528531395325965, 2.874420574439981, -0.0003725031373395628], [-0.0008528531395325405, -0.0003725031373396198, 2.8744205744399802], [3.2165412170576007, 2.8782420623187046, 2.878242062318704]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,18,-16.095553298664573,"[True, True, True]",ivca,21.663154308237907,14.594562406817118,"[0.0, 0.0, 0.0, 0.0, 0.0]"
17,0.307040971703,organometal,CsSnIBrCl,cubic,0.7091833453699999,0.8237631003139998,Pm-3m,"[[6.250082023477464, 0.0, 0.0], [0.0, 5.7907102285661525, 0.0], [0.0, 0.0, 5.481806962606159]]","[50, 53, 35, 17, 55]",e04bb1bcdf401788b4b116e476f28da3,"[[0.14301303813559302, -0.02537298228410458, -0.019458007343142805], [3.265447284593346, -0.03988658445980315, -0.026165814377583606], [0.08746794424875018, 2.8701914137734743, -0.01838409881799329], [-0.1266854085313342, -0.013579012959698464, 2.72162569444996], [3.8704193635339865, 2.8582600409855123, 2.7216404403276973]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,19,-16.63608330285106,"[True, True, True]",ivca,21.66315430826952,14.594562409225224,"[0.0, 0.0, 0.0, 0.0, 0.0]"
18,0.395552879622,organometal,CsSnICl2,cubic,1.0207444693999999,1.1678062502120001,Pm-3m,"[[6.27823232543367, 0.0, 0.0], [0.0, 5.515721038703334, 0.0], [0.0, 0.0, 5.515721038703332]]","[50, 53, 17, 17, 55]",15a13904bbf93f5c1d02ae05c92a91f1,"[[0.20213529873992855, -0.010773263685201786, -0.01077326368520258], [3.339058219973158, -0.026942975673869916, -0.026942975673871133], [-0.017648089064089115, 2.735123172935337, -0.0036634479185407285], [-0.017648089064089312, -0.0036634479185409167, 2.735123172935334], [4.0274018527583175, 2.7376765043884816, 2.7376765043884688]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,20,-17.154358962408434,"[True, True, True]",ivca,21.66315430826952,14.594562411587635,"[0.0, 0.0, 0.0, 0.0, 0.0]"
19,0.911220481893,organometal,MAPbBr2Cl,cubic,2.17703760174,2.1770376017329998,Pm-3m,"[[5.975716835311959, 0.0, 0.0], [0.0, 5.975716835311963, 0.0], [0.0, 0.0, 5.6725609079310395]]","[82, 35, 35, 17, 7, 1, 1, 1, 6, 1, 1, 1]",40dba6e595cddf5821adc2177258b351,"[[-0.09780975489494646, -0.09780975489494592, -0.11114949245846692], [2.9299402346615997, 0.002232515152959387, -0.07996440528094363], [0.002232515152960139, 2.9299402346616397, -0.07996440528094402], [0.08682741680391545, 0.08682741680391563, 2.7732024016296566], [2.3035029124815076, 2.3035029124814996, 2.2160875602995516], [1.6594630311520624, 2.833184832542532, 1.5826860880887272], [1.677825068173391, 1.677825068173394, 2.7748422446889256], [2.8331848325425346, 1.659463031152065, 1.5826860880887272], [3.1707376097156903, 3.170737609715687, 3.037574206151086], [3.8133288989653265, 2.5432958535137, 3.6712766225158386], [2.543295853513703, 3.813328898965328, 3.6712766225158373], [3.7924031510725325, 3.7924031510725276, 2.377324927539959]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,21,-54.88082206612717,"[True, True, True]",ivca,21.66315430830112,14.594562413996217,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20,0.854838576322,organometal,MAPbBr3,cubic,1.9638606150000002,1.963860615002,Pm-3m,"[[5.952398978353198, 0.0, 0.0], [0.0, 5.952398978353198, 0.0], [0.0, 0.0, 5.952389024210976]]","[82, 35, 35, 35, 7, 1, 1, 1, 6, 1, 1, 1]",555bd8b2a83ff6ba6472d13451312d8a,"[[-0.11309507366963019, -0.11309507366963076, -0.11258462889506263], [2.904273765942721, -0.019075831523090843, -0.019055651977041788], [-0.019075831523090156, 2.904273765942733, -0.019055651977041142], [-0.019317438513528077, -0.0193174385135285, 2.9048139422209083], [2.30147973880997, 2.3014797388099986, 2.3023334252334213], [1.6685592480344227, 2.8435898644370075, 1.669382829506366], [1.668488835255395, 1.668488835255409, 2.8443334324816276], [2.8435898644370092, 1.668559248034436, 1.669382829506366], [3.154839972676456, 3.154839972676442, 3.1558556699877403], [3.7877917714892897, 2.518068758843152, 3.788892031372559], [2.5180687588431168, 3.78779177148934, 3.788892031372559], [3.7879171380137397, 3.78791713801377, 2.519241903007189]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,22,-54.369073558457316,"[True, True, True]",ivca,21.66315430830112,14.594562416376089,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21,1.02529978005,organometal,MAPbCl3,cubic,2.71236708244,2.71236708244,Pm-3m,"[[5.699259347322138, 0.0, 0.0], [0.0, 5.699259347322138, 0.0], [0.0, 0.0, 5.6992613348517525]]","[82, 17, 17, 17, 7, 1, 1, 1, 6, 1, 1, 1]",4d13aa80d00e3b15b1cf48ba4e5fa908,"[[-0.10382087666364379, -0.10382087666364369, -0.1035417503402339], [2.7777366257016265, -0.0003880053242291775, -0.00030110714174264654], [-0.00038800532422887326, 2.777736625701592, -0.00030110714174344354], [-0.0005654309049016333, -0.000565430904901875, 2.7779069977807924], [2.2049602769435235, 2.2049602769435297, 2.205265808076374], [1.5708778260054768, 2.7449171415075475, 1.571145304267936], [1.570831125829765, 1.5708311258297607, 2.7451571246345656], [2.744917141507537, 1.5708778260054768, 1.571145304267936], [3.057392286476001, 3.057392286476001, 3.0577905363382984], [3.6910804503509915, 2.422233021889787, 3.6915005950135256], [2.4222330218897836, 3.691080450351014, 3.6915005950135256], [3.6911284141998024, 3.691128414199814, 2.4227041702558614]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,24,-55.91724321681196,"[True, True, True]",ivca,21.66315430833272,14.5945624222362,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,0.750474877714,organometal,MAPbI2Br,cubic,1.46186889577,1.4618688957740003,Pm-3m,"[[6.348850124571656, 0.0, 0.0], [0.0, 6.3488501245716575, 0.0], [0.0, 0.0, 5.918340616820359]]","[82, 53, 53, 35, 7, 1, 1, 1, 6, 1, 1, 1]",66c810f10b7f948a59e653907c3a26f8,"[[-0.12789664163501685, -0.12789664163501732, -0.15491862653775604], [3.089965587400913, -0.0603484833832786, -0.1869054940265734], [-0.06034848338328074, 3.0899655874008793, -0.18690549402657403], [0.05938105595018542, 0.059381055950183954, 2.8311075117281077], [2.4116072675761746, 2.4116072675761644, 2.242893067603001], [1.7668724482533922, 2.9431908146057366, 1.6107798536192852], [1.793103610014849, 1.7931036100148379, 2.8169062200123896], [2.9431908146057952, 1.7668724482533849, 1.6107798536192852], [3.2867346735289646, 3.286734673528931, 3.051475055233814], [3.936711297282434, 2.6647977263396747, 3.6835420408132795], [2.664797726339704, 3.93671129728236, 3.6835420408132795], [3.901140723487924, 3.901140723487884, 2.378107354214786]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,25,-53.20024642404372,"[True, True, True]",ivca,21.66315430833272,14.594562427840648,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23,0.795187023885,organometal,MAPbI2Cl,cubic,1.6243958681700001,1.6243958681750001,Pm-3m,"[[6.379192424827544, 0.0, 0.0], [0.0, 6.379192424827546, 0.0], [0.0, 0.0, 5.6478289396146]]","[82, 53, 53, 17, 7, 1, 1, 1, 6, 1, 1, 1]",75f464c1397a230b2283e70b0030a401,"[[-0.1290811656454286, -0.12908116564542937, -0.01337035908839962], [3.106351887494478, -0.08253147020375134, -0.13346746048265576], [-0.08253147020375247, 3.106351887494488, -0.13346746048265656], [0.0906890694621819, 0.09068906946218251, 2.827425762117223], [2.342085021241979, 2.3420850212419437, 2.295803301967681], [1.6945217707303406, 2.8725891174652802, 1.6654758319563894], [1.7240125343026298, 1.7240125343026185, 2.8695359482872855], [2.8725891174652385, 1.6945217707303466, 1.6654758319563885], [3.2179479744033235, 3.217947974403323, 3.0997484381797613], [3.8660903593407383, 2.5953553844172577, 3.7331357768688163], [2.5953553844172688, 3.866090359340735, 3.7331357768688167], [3.8313140349529076, 3.8313140349528814, 2.4246158118590135]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,26,-53.699811374041964,"[True, True, True]",ivca,21.663154308364327,14.59456243000574,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,0.726399842083,organometal,MAPbI3,cubic,1.3587023609200002,1.358702360923,Pm-3m,"[[6.317897133947837, 0.0, 0.0], [0.0, 6.317897133947839, 0.0], [0.0, 0.0, 6.317876754876338]]","[82, 53, 53, 53, 7, 1, 1, 1, 6, 1, 1, 1]",dcbbfd336c0ca5f869e569be3eec4658,"[[-0.1831461318364729, -0.1831461318364726, -0.18305904785162405], [3.0272769382910107, -0.06216135535116236, -0.06213197059922241], [-0.06216135535116153, 3.027276938291018, -0.06213197059922261], [-0.06219704958659755, -0.06219704958659533, 3.027143796088889], [2.4268037596916057, 2.42680375969158, 2.426803676022718], [1.7944775257866254, 2.970949280918266, 1.7944309824943196], [1.7944355314533467, 1.7944355314533562, 2.9709079425051863], [2.970949280918244, 1.7944775257866166, 1.7944309824943196], [3.2814444409883223, 3.28144444098829, 3.281478916304061], [3.9133000847438777, 2.6401204736259127, 3.913288702450063], [2.640120473625914, 3.9133000847437995, 3.913288702450063], [3.9132813445790458, 3.9132813445790284, 2.640172611845879]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,27,-52.63744714171199,"[True, True, True]",ivca,21.663154308364327,14.594562432422933,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
25,0.789495936679,organometal,MAPbIBr2,cubic,1.6457937251399999,1.6457937251390002,Pm-3m,"[[6.35334447979944, 0.0, 0.0], [0.0, 5.9592217152975175, 0.0], [0.0, 0.0, 5.959258095611531]]","[82, 53, 35, 35, 7, 1, 1, 1, 6, 1, 1, 1]",5b3bb6807b84da1b53d4561853275ef7,"[[-0.2636845001416665, -0.15023796016869265, -0.14967445879813238], [2.959540169081311, -0.12219416374833907, -0.121764472254017], [-0.0894875411931345, 2.862748492526258, -0.1437013166176258], [-0.08987678847093135, -0.14430876026977196, 2.8632934254386786], [2.169627994688774, 2.2831364277767006, 2.2838450656742166], [1.5401384003551024, 2.8281104075996923, 1.6504313995828583], [1.5400532750295026, 1.6497146679707655, 2.8287067554566057], [2.7192044687263865, 1.6521749959402825, 1.6528311297246376], [3.02389876195623, 3.134903817955993, 3.1357797922664616], [3.6532073226223356, 2.4970596279562036, 3.7722895201007303], [2.3814979768539954, 3.7645591632482773, 3.765526377964892], [3.653266845433994, 3.7714749287513043, 2.4980544985807294]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,28,-53.7721428087757,"[True, True, True]",ivca,21.663154308395935,14.594562434843496,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26,0.830251571491,organometal,MAPbIBrCl,cubic,1.80542545575,1.8067545512610002,Pm-3m,"[[6.362286047816137, 0.0, 0.0], [0.0, 6.002837058919239, 0.0], [0.0, 0.0, 5.682172141903954]]","[82, 53, 35, 17, 7, 1, 1, 1, 6, 1, 1, 1]",3fa3f9f0f3ae096daad77a06396e536c,"[[-0.18755580870692926, -0.05608784316927901, -0.08102275977933707], [3.040423134513649, -0.00631684495680864, -0.06872880731573348], [-0.07519854858291534, 2.9881937524701168, -0.1411272015631208], [0.059853815597072105, 0.051820425523686126, 2.8103187414034485], [2.169058545473824, 2.398095541908768, 2.2706943842463425], [1.5265454153043654, 2.9192956575091116, 1.629193631940173], [1.5480524548629817, 1.7683390753382022, 2.8292988810621438], [2.7156555823581656, 1.754948528545464, 1.6474562113674622], [3.0231248310498153, 3.278137718423212, 3.0919950049811877], [3.6736827749892127, 2.6652126697752383, 3.7321169626750406], [2.3826912714913555, 3.91290761635217, 3.719479289600274], [3.6380842126022617, 3.9050989166663808, 2.4308843191477982]]",{'xc': 'GGA_X_PBE_SOL+GGA_C_PBE_SOL'},gpaw,29,-54.26758783767435,"[True, True, True]",ivca,21.66315430842861,14.59456243722815,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
